"","Country","countrycode","CountryCode","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014","X2015","X2016","X2017","X2018"
"1","Afghanistan","AFG",NA,0.11304,0.11304,0.11304,0.11304,0.11304,0.11304,0.11304,0.11304,0.11304,0.11304,0.11304,0.11304,0.11304,0.11304,0.11304,0.11304,0.11304,0.11304,0.11304
"2","Albania","ALB",NA,49.54194,49.54194,49.54194,49.54194,49.54194,73.91273,74.23987,74.23987,74.23987,74.23987,74.23987,74.23987,74.23987,99.01331,99.01331,99.01331,99.01331,99.01331,99.01331
"3","Algeria","DZA",NA,15.38462,22.88467,22.88467,30.35034,50.76374,50.76374,50.76374,50.76374,50.76374,50.76374,50.76374,52.52907,52.52907,52.52907,52.52907,52.52907,52.52907,52.52907,52.52907
"4","Angola","AGO",NA,33.33312,33.33312,33.33312,33.33312,33.33312,33.33312,33.33312,33.33312,33.33312,33.33312,33.33312,33.33312,33.33312,33.33312,33.33312,33.33312,33.33312,33.33312,33.33312
"5","Argentina","ARG",NA,26.08965,26.08965,26.33901,27.33454,27.61198,29.07766,29.0837,29.0837,31.46651,39.04553,39.04553,39.04553,39.04553,39.0803,39.0803,39.21029,39.43604,39.64289,39.64289
"6","Armenia","ARM",NA,24.97328,24.97328,24.97328,24.97328,24.97328,24.97328,24.97328,24.97328,24.97328,26.79469,26.79469,26.79469,26.79469,26.79469,26.79469,26.79469,26.79469,26.79469,26.79469
"7","Australia","AUS",NA,21.45218,23.56024,27.17199,27.47325,27.72395,27.7546,27.7546,28.30503,28.36835,29.92034,29.96651,30.17467,30.60083,30.73873,36.30328,36.31073,36.63252,36.63252,36.63252
"8","Austria","AUT",NA,68.79357,68.79357,71.18202,71.18202,71.1943,71.1943,71.1943,71.1943,71.1943,71.1943,71.1943,71.1943,71.1943,71.1943,71.21256,71.21256,71.21256,71.21256,71.21256
"9","Azerbaijan","AZE",NA,5.78726,11.64511,11.64511,20.60207,20.60207,21.00232,21.00232,21.00232,21.00232,21.00232,21.00232,21.00232,21.00232,21.00232,21.00232,21.00232,21.00232,21.00232,21.00232
"10","Bangladesh","BGD",NA,20.76084,20.76084,20.76084,20.76084,20.76084,20.76084,20.76084,20.76084,20.76084,20.76084,20.76084,20.76084,20.76084,20.76084,20.76084,20.76084,20.76084,20.76084,20.76084
"11","Belgium","BEL",NA,67.43481,72.98291,79.88563,91.37596,91.94497,91.94497,91.99943,91.99943,91.99943,91.99943,91.99957,91.99957,91.99957,91.99957,92.77043,92.77043,92.77043,92.77043,92.77043
"12","Belize","BLZ",NA,18.32122,18.32122,18.32122,18.32122,18.32122,18.32122,18.32122,18.32164,18.32164,18.32164,18.32164,18.32164,18.32164,18.32164,18.32164,18.32164,18.32164,18.32164,18.32164
"13","Bhutan","BTN",NA,23.13164,23.13164,23.13164,23.13164,23.13164,23.13164,23.13164,23.13164,29.94145,29.94145,29.94145,29.94145,29.94219,29.94219,34.28455,34.28455,34.28455,34.28455,34.28455
"14","Bosnia and Herzegovina","BIH",NA,0,0,0,0,0,0,0,33.33333,66.66667,66.66667,66.66667,66.66667,66.66667,66.66667,66.66667,66.66667,66.66667,66.66667,66.66667
"15","Botswana","BWA",NA,45.95875,45.95875,45.95875,45.95875,45.95875,45.95875,45.95875,45.95875,45.95875,45.95875,45.95875,45.95875,45.95875,45.95875,45.95875,45.95875,45.95875,45.95875,45.95875
"16","Brazil","BRA",NA,11.16866,11.16866,11.16866,11.16866,11.17135,11.17135,11.17135,11.17135,12.50397,12.50397,12.50397,12.50397,12.5148,12.5148,12.5148,12.5148,12.5148,12.5148,12.5148
"17","Brunei Darussalam","BRN",NA,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
"18","Burkina Faso","BFA",NA,50.18154,50.18154,50.18154,50.18154,50.18154,50.18154,50.18154,50.18154,50.18154,62.97952,62.97952,62.97952,62.97952,62.97952,62.97952,62.97952,62.97952,62.97952,62.97952
"19","Burundi","BDI",NA,76.29646,76.29646,80.98963,80.98963,80.98963,80.98963,80.98963,80.98963,80.98963,80.98963,80.98963,80.98963,80.98963,81.38633,81.38633,81.38633,81.38633,81.38633,81.38633
"20","Cambodia","KHM",NA,27.95817,27.95817,27.95817,27.95817,30.76114,30.76114,30.76114,32.69555,32.69555,32.99229,32.99229,32.99229,32.99229,32.99229,32.99229,32.99577,32.99577,32.99577,32.99577
"21","Cameroon","CMR",NA,0,14.04496,14.04496,14.04496,14.04496,24.32632,24.32632,24.32632,24.32632,24.32632,24.32632,24.32632,54.53697,54.53697,54.53697,54.53697,54.53697,54.53697,54.53697
"22","Canada","CAN",NA,16.44771,16.99215,17.37431,18.04043,18.0609,20.47878,20.50072,20.50072,20.50072,20.50083,20.50083,20.5839,20.5839,20.5839,20.5839,20.5839,20.7909,20.7909,20.7909
"23","Chad","TCD",NA,61.37591,70.22238,70.22238,70.22238,70.22238,70.22238,70.22238,70.22238,70.22238,70.22238,70.22238,70.22238,70.22238,70.22238,70.22238,70.22238,70.22238,70.22238,70.22238
"24","Chile","CHL",NA,27.13212,27.13212,27.13212,27.13212,27.13212,27.34379,27.34379,27.34379,27.34379,27.36077,27.36952,27.36952,27.36952,33.24312,33.24312,33.24312,33.24312,33.24312,33.24312
"25","China","CHN",NA,24.27772,27.2104,29.7399,29.75145,30.01856,30.91214,30.99592,31.29893,31.8249,32.50606,32.50606,33.51278,33.51278,34.14057,34.14057,34.22025,34.22025,34.22027,34.37035
"26","Colombia","COL",NA,11.6351,11.6351,11.63512,11.63512,11.63515,11.73026,11.75037,11.81501,11.99956,16.72541,16.72541,26.20536,27.32562,29.73855,29.7686,34.5305,34.5305,39.25722,39.25722
"27","Costa Rica","CRI",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28","Croatia","HRV",NA,22.785,23.11406,23.11406,23.11406,23.11406,23.11406,23.11406,23.11406,23.11406,23.11406,23.13104,43.08809,43.08809,86.77289,86.77289,86.7738,86.7738,86.7738,86.7738
"29","Cuba","CUB",NA,0,1.53966,1.53966,1.53966,1.53966,1.53966,1.53966,1.53966,1.53966,1.53966,15.71529,15.71529,15.86663,15.86663,15.86663,15.86663,15.86663,15.86663,15.86663
"30","Djibouti","DJI",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31","Ecuador","ECU",NA,70.89595,70.89595,70.89595,70.89595,70.89595,70.89595,70.89595,70.89595,70.89595,70.89595,70.92977,70.92977,70.92977,70.92977,70.92977,70.92977,70.92977,70.9377,70.9377
"32","El Salvador","SLV",NA,0,0,0,0,0,48.61627,48.61627,48.74489,48.74489,59.79247,81.58116,81.58116,81.58116,81.58116,81.58116,81.58116,81.58116,81.58116,81.58116
"33","Eritrea","ERI",NA,0.02553,0.02553,0.02553,0.02553,0.02553,0.02553,0.02553,0.02553,0.02553,0.02553,0.02553,0.02553,0.02553,0.02553,0.02553,0.02553,0.02553,0.02553,0.02553
"34","Ethiopia","ETH",NA,16.18036,16.18036,16.18036,16.18036,16.18036,16.18036,16.18036,16.18036,16.18036,16.18036,16.18036,16.18036,16.18036,16.18036,16.18036,16.18036,16.18036,16.18036,16.18036
"35","Finland","FIN",NA,71.57179,71.59704,72.11169,72.21788,73.98919,74.01163,74.02006,74.02009,74.02087,74.02144,74.02144,74.02249,74.02255,74.02259,74.02289,74.02289,74.02289,74.02289,74.02289
"36","France","FRA",NA,49.72091,51.8356,55.05906,57.55117,61.51943,68.31451,77.09955,77.1021,77.17568,77.17598,77.17609,77.17645,77.17647,77.99937,77.99937,77.99937,77.99937,78.00331,78.00331
"37","Georgia","GEO",NA,1.42899,1.42899,1.42899,3.15537,3.15537,3.15537,3.15537,3.15537,3.15537,3.15537,3.15537,36.12498,36.12498,36.12498,36.12498,36.12498,36.12498,36.12498,36.12498
"38","Germany","DEU",NA,60.24521,66.01276,66.97145,68.04796,73.10218,73.57619,74.93931,77.40867,80.24061,80.76262,80.81346,80.85317,80.85968,80.91396,81.00201,81.0531,81.0531,81.0531,81.0531
"39","Greece","GRC",NA,60.88645,67.30512,74.98077,75.44035,75.44035,75.44035,80.8584,80.8608,81.71961,81.71961,87.23627,87.23627,87.23627,87.23627,87.23627,87.23627,87.23627,87.23627,87.23627
"40","Guatemala","GTM",NA,18.67227,18.67227,18.677,19.55305,19.55305,19.55305,24.79439,24.80959,24.8097,24.81458,24.81477,24.81588,24.81588,24.81588,24.81588,24.81588,24.81588,24.81588,24.81588
"41","Guinea","GIN",NA,98.51398,98.51398,98.51398,98.51398,98.51398,98.51398,98.51398,98.51398,98.51398,98.51398,98.51398,98.51398,98.51398,98.51398,98.51398,98.51398,98.51398,98.51398,98.51398
"42","Hungary","HUN",NA,52.44236,52.96741,52.96741,56.32773,81.63418,81.63418,81.63422,81.63422,81.63423,81.63531,84.83155,84.89711,84.89711,84.89711,84.89711,84.89711,84.89711,84.89711,84.89711
"43","India","IND",NA,13.15681,13.15681,14.99941,14.99941,14.99941,15.09319,15.09319,15.09319,15.09319,15.09319,15.09319,15.09319,15.09319,15.09319,15.09319,15.09319,15.11705,15.11705,15.11705
"44","Indonesia","IDN",NA,11.79298,11.79298,11.79298,11.79298,11.79298,11.79298,17.78871,17.78871,17.78871,23.00765,23.00765,30.13942,35.48936,35.49198,35.49198,35.49198,35.49198,35.49198,35.49198
"45","Iraq","IRQ",NA,0,0,0,0,0,0,0,1.94316,1.94316,1.94316,1.94316,1.94316,1.94316,3.18591,4.96019,4.96019,5.06484,5.06484,5.06484
"46","Ireland","IRL",NA,88.75801,88.75801,88.75801,97.39115,97.39115,97.70446,97.70446,97.70446,97.70947,97.70947,97.70947,97.70947,97.70947,97.70947,97.70947,97.70947,97.70947,97.70947,97.70947
"47","Italy","ITA",NA,74.65249,74.65249,76.77864,79.97201,80.37053,80.88944,81.14828,84.69016,84.69016,84.69016,84.69016,84.69016,84.69016,84.69016,84.69028,84.69028,84.69028,84.69028,84.69028
"48","Japan","JPN",NA,60.842,60.842,60.84985,60.87382,61.117,66.17159,66.17159,66.17252,66.80987,66.80987,66.80987,66.80987,66.80987,67.01431,67.01431,67.01431,67.01431,67.01431,67.01431
"49","Jordan","JOR",NA,8.69312,8.69312,8.69312,8.69312,8.69312,8.69312,8.69312,8.69312,8.69312,8.69312,9.76567,9.76567,9.76567,9.76567,9.76567,9.76567,9.76567,9.76567,9.76567
"50","Lebanon","LBN",NA,21.0621,21.0621,21.0621,21.0621,21.0621,21.0621,21.0621,21.0621,21.0621,21.0621,21.0621,21.0621,21.0621,21.0621,21.0621,21.0621,21.0621,21.0621,21.0621
"51","Liberia","LBR",NA,0,0,0,32.41578,32.41578,32.41578,32.41578,32.41578,32.41578,32.41578,32.41578,32.41578,32.41578,32.41578,32.41578,32.41578,32.41578,32.41578,32.41578
"52","Madagascar","MDG",NA,43.53389,43.53389,43.53389,50.2167,50.2167,56.74482,56.74482,56.93652,56.93652,56.94793,56.94793,56.94793,56.94793,56.94793,56.94793,56.9855,56.9855,57.40171,57.40171
"53","Malawi","MWI",NA,44.73972,44.73972,44.73972,44.73972,44.73972,44.73972,44.73972,44.73972,44.73972,44.73972,44.73972,44.73972,44.73972,44.73972,44.73972,44.73972,44.73972,44.73972,44.73972
"54","Malaysia","MYS",NA,67.59564,67.59564,67.59564,67.59564,67.59564,67.59564,67.59564,67.59564,68.02112,68.02112,68.02112,68.02112,68.02112,68.02112,68.02112,68.02112,68.02112,68.02112,68.02112
"55","Mexico","MEX",NA,5.41202,5.68497,7.11301,7.11301,9.78676,9.81875,9.82039,9.82607,10.02319,15.06281,15.06537,15.06537,15.07933,15.07933,15.08223,15.08412,15.08525,15.0984,15.0984
"56","Mongolia","MNG",NA,30.68952,30.68952,30.68952,30.69248,36.67501,36.67501,36.67501,36.67501,36.67501,36.67501,38.76647,39.02961,39.08894,39.08894,39.08894,39.08894,39.08894,42.10852,42.10852
"57","Morocco","MAR",NA,0.03205,0.03205,0.03205,6.29569,12.94228,21.93106,21.93106,21.93106,28.0187,28.0187,28.0187,28.0187,82.58013,82.58013,82.58013,82.58013,82.58013,82.58013,82.58013
"58","Mozambique","MOZ",NA,90.046,90.046,90.046,90.046,90.046,90.046,90.046,90.046,90.046,90.046,90.046,90.046,90.046,90.046,90.046,90.046,90.046,90.046,90.046
"59","Myanmar","MMR",NA,14.58879,14.58879,14.58879,17.81717,27.60734,27.78142,27.78142,27.78142,27.78142,27.78142,27.78761,27.78761,27.78761,27.78761,27.78761,27.78761,27.85544,27.85544,27.85551
"60","Namibia","NAM",NA,48.26557,48.26557,48.26557,50.45317,50.45317,53.59502,64.99648,76.11362,76.11362,77.37996,77.37996,78.86191,85.28327,85.35525,85.35525,85.35525,85.35525,85.35525,85.35525
"61","Nepal","NPL",NA,21.92875,21.92875,21.92875,28.99681,35.66762,35.66762,35.66762,35.66762,35.66762,35.66762,36.45967,36.45967,36.45967,36.45967,36.45967,36.45967,36.45967,36.45967,36.45967
"62","New Zealand","NZL",NA,21.85096,21.85264,21.85264,21.8939,21.98406,22.79086,25.14357,25.23861,25.71287,27.73715,27.73715,27.73715,27.97678,28.42422,28.48017,29.17976,29.3416,29.34491,29.34491
"63","Nicaragua","NIC",NA,65.49679,65.81089,65.81089,65.81089,65.81089,65.81089,65.81089,65.81089,65.81089,65.81089,65.81089,65.81089,65.81089,65.81089,65.81089,65.81089,65.81089,65.81089,65.81089
"64","Nigeria","NGA",NA,12.05356,12.05356,12.05356,12.05356,12.05356,12.05356,12.05356,12.05356,59.07547,59.07547,59.07547,59.07547,59.07547,59.07547,59.07547,59.07547,59.07547,59.07547,59.07547
"65","Norway","NOR",NA,53.71567,53.71567,54.03662,54.03662,54.77554,54.77554,54.77554,54.77554,54.77554,54.77554,54.8774,55.49665,55.49665,55.4969,55.86996,55.87003,55.87003,55.87003,55.87003
"66","Pakistan","PAK",NA,36.28341,36.95486,36.95486,36.95486,36.95486,36.95486,36.95486,36.95486,36.95486,36.95486,36.95486,36.95486,36.95486,36.95486,36.95486,36.95486,36.95486,36.95486,36.95486
"67","Paraguay","PRY",NA,5.23075,20.5297,20.5297,21.64547,22.1441,38.68947,38.68947,38.68947,38.68947,38.68947,38.68947,38.68947,38.68947,38.68947,38.68947,38.83379,38.83379,38.83379,38.83379
"68","Peru","PER",NA,45.3518,45.3518,45.3518,45.3518,45.3518,45.3518,48.79573,48.79573,48.79573,48.79573,48.79573,48.79573,48.79573,48.7709,48.7709,48.7709,48.7709,48.7709,48.7709
"69","Poland","POL",NA,55.75073,60.85368,62.31666,64.22615,73.81284,73.8137,73.8137,87.13522,91.63896,91.82919,91.82919,91.82919,91.83029,91.83029,91.83029,91.83029,91.83029,91.83029,91.83029
"70","Portugal","PRT",NA,55.82853,56.98721,56.98721,56.98721,56.98721,56.98721,56.98721,56.98721,63.47045,63.98532,63.98532,63.98532,63.98532,63.98532,63.98532,63.98532,63.98532,63.98532,63.98532
"71","Romania","ROU",NA,6.97321,7.10066,7.10066,7.10066,7.10066,11.50732,32.40641,58.3866,58.3866,58.3866,58.3866,62.07833,63.68855,65.92372,65.92372,65.92372,65.94255,65.94255,65.94255
"72","Rwanda","RWA",NA,41.8891,41.8891,41.8891,41.8891,41.8891,49.95643,49.95643,49.95643,49.95643,49.95643,49.95643,49.95643,49.95643,49.95643,49.95643,49.95643,49.95643,49.95643,49.95643
"73","Sao Tome and Principe","STP",NA,0,0,0,0,0,0,39.77325,39.77325,39.77325,39.77325,39.77325,39.77325,39.77325,39.77325,39.77325,39.77325,39.77325,39.77325,39.77325
"74","Serbia","SRB",NA,24.6213,25.12554,25.12554,25.12554,25.30383,26.15573,29.44815,29.6973,30.71398,30.71398,30.71398,30.71398,31.22409,31.34153,31.46507,31.50048,31.50048,31.50048,31.50048
"75","Sierra Leone","SLE",NA,49.99831,49.99831,49.99831,49.99831,49.99831,49.99831,49.99831,49.99831,49.99831,49.99831,72.46512,72.46512,72.46512,72.46512,72.46512,72.46512,72.46512,72.46512,72.46512
"76","Somalia","SOM",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"77","South Africa","ZAF",NA,26.78074,26.88188,26.89747,26.89747,26.89747,30.41493,30.41493,30.41493,30.41493,30.41493,30.53548,30.53548,30.53548,33.79211,35.45429,35.49936,35.55269,35.8098,35.8098
"78","South Sudan","SSD",NA,43.59742,43.59742,43.59742,43.59742,43.59742,43.59742,58.5935,58.5935,58.5935,58.5935,58.5935,58.5935,58.5935,58.5935,58.5935,58.5935,58.5935,58.5935,58.5935
"79","Spain","ESP",NA,35.81785,38.454,40.18169,41.95537,44.50405,45.11557,45.24036,45.34601,45.34601,45.35009,45.37021,46.03073,46.03423,46.03423,46.05253,46.05258,46.0561,46.0561,46.0561
"80","Sri Lanka","LKA",NA,34.75764,34.75764,34.75764,34.75764,34.75764,34.75764,34.75764,34.93212,34.95463,35.65258,35.74425,35.74425,35.99095,40.63612,40.63612,40.63612,40.63612,40.63612,40.63612
"81","Suriname","SUR",NA,49.40396,49.40396,49.40396,49.40396,49.40396,49.40396,49.40396,49.40396,49.40396,49.40396,49.40396,49.40396,49.40396,49.40396,49.40396,49.40396,49.40396,49.40396,49.40396
"82","Sweden","SWE",NA,60.2657,61.27808,61.32403,61.32471,61.32733,61.32733,61.32762,61.32762,61.36054,61.36436,61.50028,61.86549,61.8677,61.8677,61.87249,61.87249,61.87511,61.87511,61.87511
"83","Switzerland","CHE",NA,47.02221,57.29316,57.29316,57.38685,57.38685,57.38686,57.38686,57.67977,57.67977,60.11273,60.11359,60.11359,60.11359,60.11359,60.11359,60.11359,60.11359,60.11359,60.11359
"84","Tajikistan","TJK",NA,27.87931,33.96365,33.96365,33.96365,33.96365,33.96365,33.96365,33.96365,33.96365,33.96365,33.96365,33.96365,33.96365,35.15274,35.15274,35.15274,35.15274,35.15274,35.15274
"85","Thailand","THA",NA,43.36875,43.58502,43.58502,43.58502,43.58502,43.58502,43.58502,43.58502,43.58502,43.58502,43.58502,43.58502,43.58502,43.58502,43.58502,43.58502,43.58502,43.58502,43.58502
"86","Tunisia","TUN",NA,15.64368,15.64368,15.64368,15.64368,15.64368,15.64368,15.64368,22.05254,22.05254,22.05254,22.05426,22.05426,39.29598,43.39619,43.39619,43.39619,43.39619,43.39619,43.39619
"87","Turkey","TUR",NA,3.75067,3.75067,3.75067,3.75067,3.75067,3.77131,3.77131,3.77131,3.77131,4.22044,4.22044,4.22044,4.22044,4.39098,4.39098,4.39098,4.39098,4.39098,4.39098
"88","Turkmenistan","TKM",NA,12.74411,12.74411,12.74411,12.74411,12.74411,12.74411,12.74411,12.74411,13.05825,13.05825,13.05825,13.05825,13.05825,13.05825,13.05825,13.05825,13.05825,13.05825,13.05825
"89","Uganda","UGA",NA,43.43032,43.43032,43.68808,43.68808,46.3104,46.3104,65.69291,65.69291,65.69291,65.69291,65.69291,65.69291,65.69291,65.69291,65.69291,65.69291,65.69291,65.69291,65.69291
"90","Ukraine","UKR",NA,16.91411,16.91411,16.91411,16.91411,16.93589,16.93589,16.93589,16.93589,16.93589,16.93589,16.93589,16.93589,17.42301,17.53602,17.53602,17.53602,17.53602,17.53602,17.53602
"91","Zambia","ZMB",NA,53.2364,53.2364,53.2364,53.2364,53.2364,55.73777,55.73777,57.36577,57.36577,57.36577,57.36577,57.36577,57.36577,57.36577,57.36577,57.36577,57.36577,57.36577,57.36577
"92","Zimbabwe","ZWE",NA,60.38022,60.38022,60.4879,60.4879,60.4879,60.4879,60.4879,60.4879,60.4879,60.4879,60.4879,60.4879,60.4879,79.02739,79.02739,79.02739,79.02739,79.02739,79.02739
